0;0;0;0;x;x;
1;242;180;51;2250.0;x;
2;255;226;166;2251.0;x;
3;242;198;107;2252.0;x;
4;245;232;206;2253.0;x;
5;247;191;74;2254.0;x;
6;242;167;12;2255.0;x;
7;255;172;0;2256.0;x;
8;252;180;30;2257.0;x;
9;255;196;74;2258.0;x;
10;255;222;153;2259.0;x;
11;242;168;15;2260.0;x;
12;242;197;104;2261.0;x;
13;242;200;111;2262.0;x;
14;245;231;203;2263.0;x;
15;252;179;28;2264.0;x;
16;245;233;208;2265.0;x;
17;255;221;150;2266.0;x;
18;247;186;59;2267.0;x;
19;255;199;82;2268.0;x;
20;250;210;127;2269.0;x;
21;255;220;148;2270.0;x;
22;255;189;51;2271.0;x;
23;255;188;48;2272.0;x;
24;250;211;130;2273.0;x;
25;247;187;62;2274.0;x;
26;255;199;84;2275.0;x;
27;250;212;132;2276.0;x;
28;255;218;143;2277.0;x;
29;242;167;10;2278.0;x;
30;255;194;69;2279.0;x;
31;250;212;135;2280.0;x;
32;242;166;7;2281.0;x;
33;245;234;210;2282.0;x;
34;255;200;87;2283.0;x;
35;247;185;57;2284.0;x;
36;242;164;2;2285.0;x;
37;255;223;158;2286.0;x;
38;255;192;61;2287.0;x;
39;242;165;5;2288.0;x;
40;255;193;64;2289.0;x;
41;250;208;122;2290.0;x;
42;252;179;25;2291.0;x;
43;255;194;66;2292.0;x;
44;242;163;0;2293.0;x;
45;247;189;67;2294.0;x;
46;255;191;59;2295.0;x;
47;250;209;125;2296.0;x;
48;247;188;64;2297.0;x;
49;255;190;56;2298.0;x;
50;255;189;54;2299.0;x;
51;255;224;161;2300.0;x;
52;247;189;69;2301.0;x;
53;242;169;17;2302.0;x;
54;242;197;102;2303.0;x;
55;252;178;23;2304.0;x;
56;242;199;109;2305.0;x;
57;242;179;48;2306.0;x;
58;255;201;89;2307.0;x;
59;255;227;168;2308.0;x;
60;252;181;33;2309.0;x;
61;252;201;93;2310.0;x;
62;240;199;115;2311.0;x;
63;250;214;140;2312.0;x;
64;247;190;72;2313.0;x;
65;250;213;137;2314.0;x;
66;255;223;155;2315.0;x;
67;255;195;71;2316.0;x;
68;255;225;163;2317.0;x;
69;255;239;206;2318.0;x;
70;255;187;46;2319.0;x;
71;250;208;120;2320.0;x;
72;255;238;204;2321.0;x;
73;255;197;76;2322.0;x;
74;255;198;79;2323.0;x;
75;247;193;79;2324.0;x;
76;245;230;201;2325.0;x;
77;250;207;117;2326.0;x;
78;255;238;201;2327.0;x;
79;252;200;91;2328.0;x;
80;255;237;199;2329.0;x;
81;250;206;115;2330.0;x;
82;250;175;20;2331.0;x;
83;252;199;88;2332.0;x;
84;247;192;77;2333.0;x;
85;255;209;115;2334.0;x;
86;255;240;209;2335.0;x;
87;255;236;196;2336.0;x;
88;240;198;110;2337.0;x;
89;245;226;186;2338.0;x;
90;252;237;204;2339.0;x;
91;245;230;198;2340.0;x;
92;242;182;58;2341.0;x;
93;255;209;112;2342.0;x;
94;252;238;207;2343.0;x;
95;250;173;15;2344.0;x;
96;250;174;17;2345.0;x;
97;245;225;184;2346.0;x;
98;255;208;110;2347.0;x;
99;245;226;188;2348.0;x;
100;252;197;81;2349.0;x;
101;242;183;61;2350.0;x;
102;250;204;110;2351.0;x;
103;255;211;120;2352.0;x;
104;252;235;199;2353.0;x;
105;252;171;3;2354.0;x;
106;250;177;25;2355.0;x;
107;252;172;5;2356.0;x;
108;252;198;86;2357.0;x;
109;245;211;139;2358.0;x;
110;247;195;87;2359.0;x;
111;255;212;122;2360.0;x;
112;245;211;142;2361.0;x;
113;237;165;17;2362.0;x;
114;245;228;193;2363.0;x;
115;252;236;202;2364.0;x;
116;242;182;56;2365.0;x;
117;250;176;22;2366.0;x;
118;240;198;113;2367.0;x;
119;250;205;112;2368.0;x;
120;255;241;212;2369.0;x;
121;252;197;83;2370.0;x;
122;245;229;196;2371.0;x;
123;242;181;53;2372.0;x;
124;255;210;117;2373.0;x;
125;252;170;0;2374.0;x;
126;250;178;30;2375.0;x;
127;245;213;147;2376.0;x;
128;250;178;27;2377.0;x;
129;245;212;144;2378.0;x;
130;242;185;68;2379.0;x;
131;252;234;197;2380.0;x;
132;242;185;65;2381.0;x;
133;240;166;12;2382.0;x;
134;255;214;130;2383.0;x;
135;240;166;14;2384.0;x;
136;245;214;149;2385.0;x;
137;250;179;32;2386.0;x;
138;255;215;133;2387.0;x;
139;252;233;192;2388.0;x;
140;245;215;154;2389.0;x;
141;245;181;49;2390.0;x;
142;250;235;205;2391.0;x;
143;247;172;15;2392.0;x;
144;252;203;101;2393.0;x;
145;240;202;125;2394.0;x;
146;250;238;215;2395.0;x;
147;252;230;184;2396.0;x;
148;252;205;106;2397.0;x;
149;245;180;46;2398.0;x;
150;250;238;212;2399.0;x;
151;250;199;92;2400.0;x;
152;247;167;0;2401.0;x;
153;252;229;182;2402.0;x;
154;252;204;103;2403.0;x;
155;240;162;2;2404.0;x;
156;240;163;5;2405.0;x;
157;247;168;2;2406.0;x;
158;245;217;159;2407.0;x;
159;250;198;90;2408.0;x;
160;252;206;108;2409.0;x;
161;252;232;189;2410.0;x;
162;240;168;19;2411.0;x;
163;245;179;44;2412.0;x;
164;245;178;39;2413.0;x;
165;252;206;111;2414.0;x;
166;247;173;17;2415.0;x;
167;247;232;200;2416.0;x;
168;252;208;116;2417.0;x;
169;250;197;87;2418.0;x;
170;252;207;114;2419.0;x;
171;240;193;96;2420.0;x;
172;250;230;187;2421.0;x;
173;252;192;68;2422.0;x;
174;252;192;66;2423.0;x;
175;247;169;7;2424.0;x;
176;250;230;190;2425.0;x;
177;245;183;56;2426.0;x;
178;242;230;206;2427.0;x;
179;245;182;51;2428.0;x;
180;252;193;71;2429.0;x;
181;245;184;59;2430.0;x;
182;245;218;164;2431.0;x;
183;250;234;200;2432.0;x;
184;245;219;166;2433.0;x;
185;245;183;54;2434.0;x;
186;252;195;76;2435.0;x;
187;242;231;208;2436.0;x;
188;240;192;93;2437.0;x;
189;252;228;177;2438.0;x;
190;255;233;189;2439.0;x;
191;245;186;64;2440.0;x;
192;242;187;73;2441.0;x;
193;247;197;91;2442.0;x;
194;240;194;98;2443.0;x;
195;255;217;138;2444.0;x;
196;252;174;10;2445.0;x;
197;247;196;89;2446.0;x;
198;250;204;107;2447.0;x;
199;252;241;217;2448.0;x;
200;247;198;96;2449.0;x;
201;250;227;180;2450.0;x;
202;252;187;50;2451.0;x;
203;252;185;45;2452.0;x;
204;255;233;186;2453.0;x;
205;255;232;183;2454.0;x;
206;250;228;182;2455.0;x;
207;250;229;185;2456.0;x;
208;240;194;101;2457.0;x;
209;252;186;48;2458.0;x;
210;250;201;100;2459.0;x;
211;252;191;63;2460.0;x;
212;250;225;175;2461.0;x;
213;250;169;0;2462.0;x;
214;250;200;97;2463.0;x;
215;242;219;172;2464.0;x;
216;247;200;101;2465.0;x;
217;245;187;66;2466.0;x;
218;250;169;3;2467.0;x;
219;252;188;56;2468.0;x;
220;247;199;99;2469.0;x;
221;252;188;53;2470.0;x;
222;250;226;177;2471.0;x;
223;252;189;58;2472.0;x;
224;242;214;155;2473.0;x;
225;242;229;201;2474.0;x;
226;247;201;104;2475.0;x;
227;252;175;15;2476.0;x;
228;252;183;40;2477.0;x;
229;252;183;38;2478.0;x;
230;252;238;209;2479.0;x;
231;252;174;13;2480.0;x;
232;250;203;105;2481.0;x;
233;252;239;212;2482.0;x;
234;240;197;108;2483.0;x;
235;245;187;69;2484.0;x;
236;240;195;103;2485.0;x;
237;242;188;75;2486.0;x;
238;240;196;105;2487.0;x;
239;250;202;102;2488.0;x;
240;255;207;107;2489.0;x;
241;252;184;43;2490.0;x;
242;252;240;214;2491.0;x;
243;242;189;77;2492.0;x;
244;242;174;34;2493.0;x;
245;242;189;80;2494.0;x;
246;245;188;71;2495.0;x;
247;245;191;81;2496.0;x;
248;245;208;132;2497.0;x;
249;240;201;120;2498.0;x;
250;242;220;174;2499.0;x;
251;245;189;73;2500.0;x;
252;242;174;31;2501.0;x;
253;242;190;82;2502.0;x;
254;242;223;182;2503.0;x;
255;245;192;83;2504.0;x;
256;245;191;78;2505.0;x;
257;252;227;174;2506.0;x;
258;242;223;184;2507.0;x;
259;245;194;88;2508.0;x;
260;250;170;5;2509.0;x;
261;242;196;99;2510.0;x;
262;255;203;94;2511.0;x;
263;242;171;22;2512.0;x;
264;242;194;94;2513.0;x;
265;242;170;19;2514.0;x;
266;255;202;92;2515.0;x;
267;255;228;171;2516.0;x;
268;252;182;35;2517.0;x;
269;245;224;181;2518.0;x;
270;242;195;97;2519.0;x;
271;242;171;24;2520.0;x;
272;252;176;18;2521.0;x;
273;240;200;117;2522.0;x;
274;245;190;76;2523.0;x;
275;242;172;27;2524.0;x;
276;242;173;29;2525.0;x;
277;242;216;162;2526.0;x;
278;242;215;160;2527.0;x;
279;247;203;111;2528.0;x;
280;252;213;131;2529.0;x;
281;242;225;189;2530.0;x;
282;247;185;54;2531.0;x;
283;250;220;157;2532.0;x;
284;252;214;134;2533.0;x;
285;245;195;91;2534.0;x;
286;250;221;160;2535.0;x;
287;245;201;110;2536.0;x;
288;252;212;129;2537.0;x;
289;252;211;126;2538.0;x;
290;247;210;133;2539.0;x;
291;242;217;165;2540.0;x;
292;245;195;93;2541.0;x;
293;245;203;115;2542.0;x;
294;250;223;167;2543.0;x;
295;247;211;136;2544.0;x;
296;252;224;167;2545.0;x;
297;242;222;179;2546.0;x;
298;252;225;169;2547.0;x;
299;250;217;150;2548.0;x;
300;252;226;172;2549.0;x;
